Time,LogitFit,LogitSE
18.2582583,-0.3725853,0.0296268
18.2822823,-0.3739162,0.0296453
18.3063063,-0.3752551,0.0296638
18.3303303,-0.3766021,0.0296825
18.3543544,-0.3779571,0.0297014
18.3783784,-0.3793202,0.0297204
18.4024024,-0.3806915,0.0297396
18.4264264,-0.3820709,0.0297591
18.4504505,-0.3834586,0.0297787
18.4744745,-0.3848546,0.0297986
18.4984985,-0.3862589,0.0298188
18.5225225,-0.3876715,0.0298392
18.5465465,-0.3890925,0.02986
18.5705706,-0.390522,0.0298811
18.5945946,-0.3919599,0.0299025
18.6186186,-0.3934063,0.0299243
18.6426426,-0.3948613,0.0299465
18.6666667,-0.3963248,0.0299692
18.6906907,-0.397797,0.0299922
18.7147147,-0.3992779,0.0300158
18.7387387,-0.4007675,0.0300398
18.7627628,-0.4022658,0.0300643
18.7867868,-0.4037729,0.0300894
18.8108108,-0.4052888,0.030115
18.8348348,-0.4068136,0.0301412
18.8588589,-0.4083473,0.030168
18.8828829,-0.4098899,0.0301955
18.9069069,-0.4114416,0.0302236
18.9309309,-0.4130022,0.0302524
18.954955,-0.4145719,0.0302819
18.978979,-0.4161508,0.0303122
19.003003,-0.4177387,0.0303432
19.027027,-0.4193359,0.030375
19.0510511,-0.4209422,0.0304077
19.0750751,-0.4225579,0.0304412
19.0990991,-0.4241828,0.0304756
19.1231231,-0.4258171,0.0305109
19.1471471,-0.4274607,0.0305472
19.1711712,-0.4291138,0.0305844
19.1951952,-0.4307764,0.0306226
19.2192192,-0.4324484,0.0306619
19.2432432,-0.43413,0.0307022
19.2672673,-0.4358211,0.0307436
19.2912913,-0.4375219,0.0307862
19.3153153,-0.4392324,0.0308299
19.3393393,-0.4409525,0.0308748
19.3633634,-0.4426824,0.0309209
19.3873874,-0.444422,0.0309683
19.4114114,-0.4461715,0.031017
19.4354354,-0.4479308,0.031067
19.4594595,-0.4497001,0.0311183
19.4834835,-0.4514792,0.0311711
19.5075075,-0.4532684,0.0312252
19.5315315,-0.4550675,0.0312809
19.5555556,-0.4568767,0.031338
19.5795796,-0.458696,0.0313966
19.6036036,-0.4605255,0.0314568
19.6276276,-0.4623651,0.0315185
19.6516517,-0.4642149,0.0315819
19.6756757,-0.466075,0.031647
19.6996997,-0.4679454,0.0317138
19.7237237,-0.4698261,0.0317822
19.7477477,-0.4717172,0.0318525
19.7717718,-0.4736187,0.0319245
19.7957958,-0.4755306,0.0319984
19.8198198,-0.477453,0.0320742
19.8438438,-0.479386,0.0321518
19.8678679,-0.4813295,0.0322314
19.8918919,-0.4832837,0.032313
19.9159159,-0.4852485,0.0323965
19.9399399,-0.487224,0.0324821
19.963964,-0.4892102,0.0325698
19.987988,-0.4912072,0.0326596
20.012012,-0.493215,0.0327515
20.036036,-0.4952336,0.0328457
20.0600601,-0.4972632,0.032942
20.0840841,-0.4993036,0.0330406
20.1081081,-0.501355,0.0331414
20.1321321,-0.5034175,0.0332446
20.1561562,-0.505491,0.0333501
20.1801802,-0.5075755,0.033458
20.2042042,-0.5096712,0.0335683
20.2282282,-0.5117781,0.033681
20.2522523,-0.5138961,0.0337963
20.2762763,-0.5160254,0.033914
20.3003003,-0.518166,0.0340343
20.3243243,-0.520318,0.0341571
20.3483483,-0.5224812,0.0342826
20.3723724,-0.5246559,0.0344106
20.3963964,-0.5268421,0.0345414
20.4204204,-0.5290397,0.0346748
20.4444444,-0.5312488,0.034811
20.4684685,-0.5334695,0.0349499
20.4924925,-0.5357018,0.0350916
20.5165165,-0.5379457,0.0352361
20.5405405,-0.5402013,0.0353834
20.5645646,-0.5424687,0.0355337
20.5885886,-0.5447478,0.0356868
20.6126126,-0.5470387,0.0358428
20.6366366,-0.5493414,0.0360017
20.6606607,-0.551656,0.0361637
20.6846847,-0.5539826,0.0363286
20.7087087,-0.5563211,0.0364966
20.7327327,-0.5586716,0.0366676
20.7567568,-0.5610341,0.0368416
20.7807808,-0.5634087,0.0370188
20.8048048,-0.5657954,0.0371991
20.8288288,-0.5681943,0.0373825
20.8528529,-0.5706054,0.0375691
20.8768769,-0.5730287,0.0377588
20.9009009,-0.5754643,0.0379518
20.9249249,-0.5779122,0.038148
20.9489489,-0.5803725,0.0383474
20.972973,-0.5828451,0.0385501
20.996997,-0.5853302,0.0387561
21.021021,-0.5878278,0.0389654
21.045045,-0.5903378,0.039178
21.0690691,-0.5928605,0.0393939
21.0930931,-0.5953957,0.0396132
21.1171171,-0.5979436,0.0398359
21.1411411,-0.6005041,0.0400619
21.1651652,-0.6030773,0.0402914
21.1891892,-0.6056633,0.0405242
21.2132132,-0.6082621,0.0407605
21.2372372,-0.6108737,0.0410003
21.2612613,-0.6134982,0.0412435
21.2852853,-0.6161356,0.0414901
21.3093093,-0.6187859,0.0417403
21.3333333,-0.6214493,0.041994
21.3573574,-0.6241256,0.0422511
21.3813814,-0.6268151,0.0425118
21.4054054,-0.6295176,0.0427761
21.4294294,-0.6322333,0.0430439
21.4534535,-0.6349621,0.0433152
21.4774775,-0.6377042,0.0435901
21.5015015,-0.6404596,0.0438686
21.5255255,-0.6432283,0.0441506
21.5495495,-0.6460103,0.0444363
21.5735736,-0.6488057,0.0447255
21.5975976,-0.6516145,0.0450184
21.6216216,-0.6544368,0.0453149
21.6456456,-0.6572726,0.045615
21.6696697,-0.660122,0.0459187
21.6936937,-0.6629849,0.0462261
21.7177177,-0.6658615,0.0465371
21.7417417,-0.6687517,0.0468518
21.7657658,-0.6716556,0.0471701
21.7897898,-0.6745733,0.0474921
21.8138138,-0.6775047,0.0478178
21.8378378,-0.68045,0.0481472
21.8618619,-0.6834091,0.0484802
21.8858859,-0.6863821,0.0488169
21.9099099,-0.6893691,0.0491573
21.9339339,-0.6923701,0.0495014
21.957958,-0.695385,0.0498492
21.981982,-0.6984141,0.0502007
22.006006,-0.7014572,0.0505559
22.03003,-0.7045144,0.0509149
22.0540541,-0.7075859,0.0512775
22.0780781,-0.7106716,0.0516438
22.1021021,-0.7137715,0.0520139
22.1261261,-0.7168857,0.0523877
22.1501502,-0.7200143,0.0527652
22.1741742,-0.7231572,0.0531465
22.1981982,-0.7263145,0.0535314
22.2222222,-0.7294864,0.0539201
22.2462462,-0.7326727,0.0543126
22.2702703,-0.7358735,0.0547087
22.2942943,-0.7390889,0.0551087
22.3183183,-0.7423189,0.0555123
22.3423423,-0.7455636,0.0559197
22.3663664,-0.748823,0.0563308
22.3903904,-0.7520971,0.0567457
22.4144144,-0.755386,0.0571644
22.4384384,-0.7586897,0.0575867
22.4624625,-0.7620082,0.0580129
22.4864865,-0.7653417,0.0584427
22.5105105,-0.7686901,0.0588764
22.5345345,-0.7720534,0.0593137
22.5585586,-0.7754318,0.0597549
22.5825826,-0.7788252,0.0601997
22.6066066,-0.7822337,0.0606484
22.6306306,-0.7856573,0.0611008
22.6546547,-0.7890961,0.0615569
22.6786787,-0.7925501,0.0620169
22.7027027,-0.7960194,0.0624805
22.7267267,-0.7995039,0.062948
22.7507508,-0.8030038,0.0634192
22.7747748,-0.806519,0.0638941
22.7987988,-0.8100497,0.0643728
22.8228228,-0.8135958,0.0648553
22.8468468,-0.8171574,0.0653416
22.8708709,-0.8207345,0.0658316
22.8948949,-0.8243272,0.0663254
22.9189189,-0.8279355,0.0668229
22.9429429,-0.8315594,0.0673242
22.966967,-0.835199,0.0678293
22.990991,-0.8388543,0.0683381
23.015015,-0.8425254,0.0688508
23.039039,-0.8462124,0.0693671
23.0630631,-0.8499151,0.0698873
23.0870871,-0.8536337,0.0704112
23.1111111,-0.8573683,0.0709389
23.1351351,-0.8611188,0.0714704
23.1591592,-0.8648854,0.0720057
23.1831832,-0.8686679,0.0725447
23.2072072,-0.8724666,0.0730875
23.2312312,-0.8762813,0.0736341
23.2552553,-0.8801123,0.0741845
23.2792793,-0.8839594,0.0747386
23.3033033,-0.8878228,0.0752966
23.3273273,-0.8917024,0.0758583
23.3513514,-0.8955984,0.0764238
23.3753754,-0.8995107,0.0769931
23.3993994,-0.9034395,0.0775661
23.4234234,-0.9073846,0.078143
23.4474474,-0.9113463,0.0787236
23.4714715,-0.9153244,0.0793081
23.4954955,-0.9193192,0.0798963
23.5195195,-0.9233305,0.0804884
23.5435435,-0.9273584,0.0810842
23.5675676,-0.9314031,0.0816838
23.5915916,-0.9354644,0.0822872
23.6156156,-0.9395425,0.0828944
23.6396396,-0.9436374,0.0835055
23.6636637,-0.9477492,0.0841203
23.6876877,-0.9518778,0.0847389
23.7117117,-0.9560233,0.0853614
23.7357357,-0.9601858,0.0859876
23.7597598,-0.9643652,0.0866177
23.7837838,-0.9685618,0.0872516
23.8078078,-0.9727753,0.0878893
23.8318318,-0.977006,0.0885308
23.8558559,-0.9812539,0.0891761
23.8798799,-0.9855189,0.0898253
23.9039039,-0.9898012,0.0904783
23.9279279,-0.9941007,0.0911351
23.951952,-0.9984175,0.0917957
23.975976,-1.0027517,0.0924602
24,-1.0071033,0.0931285
